DateTime,Uid,Tweet,Label (Specialist),HashTag
2021-09-16 2:57:09,13e1d3929b31,ถ้าเรียนต่อจะตายไวขึ้นรึป่าว,1,#โรคซึมเศร้า
2021-09-19 10:45:56,13e1d3929b31,วันนี้ไม่อยากกินยาแล้วอยากจะจากโลกนี้ไปเป็นเพียงความทรงจำก็พอเจ็บปวด,1,#โรคซึมเศร้า
2021-06-17 3:46:43,976063cef5b3,ต้องกินยากี่เม็ดถึงจะเกือบตายคะหรือต้องกินกับแอลกอฮอล์,4,#โรคซึมเศร้า
2021-08-31 13:23:50,976063cef5b3,ยืนยันว่าความตายไม่ได้น่ากลัวแบบที่ทุกคนคิดสุดท้ายแล้วมันคือความว่างเปล่าเหมือนก้อนเมฆบนท้องฟ้าก็เท่านั้น,5,#โรคซึมเศร้า
2021-09-04 14:44:00,976063cef5b3,ถ้าวันนึงฉันทนไม่ไหวแล้วมันกลายเป็นว่าไม่ฉันรักตัวเองเลยเหรอ,1,#โรคซึมเศร้า
2021-09-14 13:05:15,976063cef5b3,ถ้าตอนนี้มีใครมาฆ่ากูให้ตายก็คงดี,1,#โรคซึมเศร้า
2021-08-05 23:05:07,9b775d4e2ab7,ทำไมไม่เป็นเราที่ตายคนอยากตายอยู่ตรงนี้ให้คนที่เขาอยากมีชีวิตได้มีชีวิตอยู่ต่อไปเถอะ,1,#โรคซึมเศร้า
2021-05-18 5:46:27,5758f9083a5e,ไหนอะเหตุผลที่ทำให้อยากอยู่ต่อ,1,#โรคซึมเศร้า
2021-08-02 17:25:54,5758f9083a5e,ทำไมการมีชีวิตอยู่ถึงทรมานแบบนี้นะ,1,#โรคซึมเศร้า
2021-05-18 5:45:15,5758f9083a5e,กินยาแล้วแต่ไม่ง่วงเลยแต่ก็ทำงานไม่ได้เช่นกันไร้ประโยชน์สิ้นดี,other,#โรคซึมเศร้า
2021-06-23 16:06:55,1bff02682eec,มีใครวางแผนว่าจะจากไปภายในสิ้นปีนี้บ้าง,2,#โรคซึมเศร้า
2021-05-14 14:27:11,4ff4aa83a4df,ถ้าหายไปคงดีสินะ,1,#โรคซึมเศร้า
2021-05-14 14:27:11,4ff4aa83a4df,ถ้าหายไปคงดีสินะ,1,#โรคซึมเศร้า
2021-05-14 14:18:56,4ff4aa83a4df,ต้องอยู่กับมันอีกนานเท่าไร,1,#โรคซึมเศร้า
2021-06-29 5:36:14,e751bdbfbcc4,เหนื่อยที่จะตามงานแล้วเหนื่อยที่จะใช้ชีวิตแล้วเหนื่อยที่จะอยู่ต่อไปแล้วขอหลับไปตลอดกาลเถอะนะ,1,#ซึมเศร้า #ปัญหาครอบครัว #อยากตาย
2021-08-26 19:19:03,f36be2d4eeff,แค่เรื่องบางเรื่องยังตัดสินใจเองไม่ได้เลือกเองไม่ได้ทุกอย่างมันต้องขึ้นอยู่กับคนรอบข้างงั้นหรือ,other,#อยากตาย
2021-07-12 14:22:34,4ba1846fe0c6,ทำไมเราถึงไม่ตายไปให้มันจบอะ,1,#โรคซึมเศร้า
2021-05-18 20:19:46,8300ba0eba8a,หรือทางเดียวที่จะหลุดพ้นได้คือความตาย,1,#โรคซึมเศร้า
2021-05-17 17:34:44,8300ba0eba8a,เหนื่อยและท้อหาความสุขให้ตัวเองไม่ได้จนบางครั้งก็รู้สึกว่าไม่ไหวอยากตายไปจากโลกนี้,1,#โรคซึมเศร้า
2021-05-30 5:55:56,ff07cb317b2f,หมอถามว่ามีความคิดอยากฆ่าตัวตายมั๊ยเราไม่ได้อยากฆ่าตัวตายนะเราแค่อยากหายไปเฉยๆ,1,#โรคซึมเศร้า
2021-07-15 17:56:24,73f217c79b73,พรุ่งนี้ไม่อยากตื่นเลยขอไม่ตื่นมาได้ไหมขอร้องละเราไม่อยากตื่นไม่อยากตื่นเลยสักนิดเดียว,3,#โรคซึมเศร้า #โรคเครียด
2021-08-17 16:48:24,93d0a596cf97,เจ็บปวดเศร้าสับสนทรมานมากเหลือเกินฉันอยากตายอยากตายมากๆจะคลั่งอยู่เเล้วจะประสาทกลับเเล้ว,3,#โรคซึมเศร้า #โรคแพนิค #depression #depressed
2021-06-26 15:33:33,6f333e4f0b58,เราตายในความคิดตัวเองเป็นร้อยๆรอบแล้วเมื่อไหร่จะตายจริงนะ,3,#โรคซึมเศร้า
2021-06-09 10:37:11,b7776cf501a9,หลังจากฆ่าตัวตายไม่สำเร็จวันนี้ต้องย้ายไปอยู่แผนกจิตเวช,5,#โรคซึมเศร้า #ซึมเศร้า
2021-06-09 10:35:24,b7776cf501a9,เก่งเหมือนกันนะที่พยายามอยู่ทั้งๆที่ไม่อยากอยู่,1,#โรคซึมเศร้า #อยากตายตั้งแต่อายุ16 #ซึมเศร้า #อยากตาย
2021-06-10 21:36:41,b7776cf501a9,ก็จริงที่ชีวิตมันมีครั้งเดียวแต่ทำไมมันถึงไม่น่าอยู่,1,#ซึมเศร้า  #โรคซึมเศร้า #อยากตาย#อยากตายตั้งแต่อายุ16 #เสียงกระซิบจากความมืด
2021-06-10 21:00:34,b7776cf501a9,เหนื่อยเหนื่อยเหนื่อยไม่ไหวแล้ว,1,#ซึมเศร้า #อยากตาย
2021-06-10 20:55:36,b7776cf501a9,ถ้าการที่เราร้องไห้แล้วมันดีขึ้นมันก็ดีแต่เราร้องไห้บ่อยเกินไปจนเราไม่อยากร้องไห้มันอีกแล้ว,1,#ซึมเศร้า #อยากตาย #โรคซึมเศร้า
2021-06-09 10:37:11,b7776cf501a9,ตายไปตั้งแต่แรกก็ดี,1,#โรคซึมเศร้า #ซึมเศร้า
2021-06-09 10:35:24,b7776cf501a9,กุอิจฉาคนที่ตายไปแล้วว่ะ,1,#โรคซึมเศร้า #อยากตายตั้งแต่อายุ16 #ซึมเศร้า #อยากตาย
2021-06-10 21:00:34,b7776cf501a9,ใครสนใจละถ้ากูตายไปแล้วมึงจะมาเสียใจให้กูทำไมทั้งๆที่มึงไม่ได้ทำดีกับกูทั้งแต่แรกแล้ว,1,#ซึมเศร้า #อยากตาย
2021-06-10 20:55:36,b7776cf501a9,ฉันทำทุกอย่างไปเพื่ออะไร,other,#ซึมเศร้า #อยากตาย #โรคซึมเศร้า
2021-06-17 4:07:00,b7776cf501a9,อยากตายทุกวันเลยอีเหี้ย,1,#โรคซึมเศร้า #ซึมเศร้า
2021-07-07 7:15:18,b7776cf501a9,เพื่อจะมีชีวิตอยู่ต้องปรับตัวเพื่อที่จะรักใครสักคนต้องปรับใจแต่ถึงอยู่ไปก็ไม่มีใครรักหรอก,1,#โรคซึมเศร้า
2021-07-12 12:17:28,b7776cf501a9,เหนื่อยเหนื่อยจริงๆเหนื่อยจนอยากหายไปจากที่นี้,1,#เรียนออนไลน์เราจะตายกันหมด
2021-07-12 12:02:37,b7776cf501a9,ถ้าตายตอนนี้คงไม่รู้สึกอะไรแล้วแหละหลับสบายคงดี,3,#อยากตาย #โรคซึมเศร้า #ซึมเศร้า#กรีดแขน #อยากตาย
2021-07-19 3:50:05,b7776cf501a9,โลกนี้โหดร้ายกับฉันจัง,1,#โรคซึมเศร้า #อยากตาย
2021-07-19 3:50:05,b7776cf501a9,หลายคนดิ้นรนเพื่อต่อลมหายใจแต่การหายใจสำหรับฉันมันเหนื่อยเจียนตาย,1,#โรคซึมเศร้า #อยากตาย
2021-07-23 18:31:41,b7776cf501a9,ก็แหงแหละไม่มีใครเข้าใจผมหรอกว่าต้องทุกข์ทรมานแค่ไหน,1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-07-23 18:29:31,b7776cf501a9,หมดหนทางการใช้ชีวิตแล้ว,1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-07-22 21:31:32,b7776cf501a9,เหนื่อยมากเลยโว้ยจะทนไม่ไหวเเล้ว,1,#โรคซึมเศร้า #อยากตาย
2021-07-22 13:17:06,b7776cf501a9,เมื่อไหร่กูจะตายวะอีเหี้ยเบื่อฉิบหายเวลากรรมของกูทำไมยาวนานจังอีสัสรีบๆตายเหอะกูเนี่ยเหนื่อยแล้วไอเวร,1,#โรคซึมเศร้า #อยากตาย
2021-07-24 2:18:45,b7776cf501a9,เมื่อไหร่กูจะตายวะอีเหี้ยเบื่อฉิบหายเวลากรรมของกูทำไมยาวนานจังอีสัสรีบๆตายเหอะกูเนี่ยเหนื่อยแล้วไอเวร,1,#อยากตาย #โรคซึมเศร้า
2021-07-23 18:31:41,b7776cf501a9,ถ้ามีหนูเป็นลูกมันแย่มากหนูตายให้ก็ได้นะหนูไม่ได้เสียดายชีวิตเท่าไหร่หรอก,2,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-07-23 18:29:31,b7776cf501a9,เเนะนำวิธีทำร้ายตัวเองเเบบไม่เจ็บให้หน่อยค่ะ,3,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-07-30 19:23:09,b7776cf501a9,ในความคิดฉันตายเป็นพันครั้งต่อนาที,1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-07-29 22:34:50,b7776cf501a9,ไม่อยากอยู่แล้ว,1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
2021-08-10 12:31:31,b7776cf501a9,ชีวิตนี้ไม่หวังอะไรอีกแล้วอยู่ไปก็ไม่มีความหมายอะไรอีกแล้วโลกนี้มันช่างโหดร้ายเกินที่คนอย่างเราจะทนไหว,3,#โรคซึมเศร้า #ซึมเศร้า
2021-08-11 19:47:48,b7776cf501a9,พูดได้เต็มปากเลยถ้าเราฆ่าตัวตายต้นเหตุมาจากพ่อแม่ทั้งหมด,2,#โรคซึมเศร้า #ซึมเศร้า
2021-08-18 19:16:33,b7776cf501a9,แรงในบัลดาลใจสุดท้ายในการมีชีวิตอยู่เริ่มถูกทำลายไปช้าๆโดยที่เราทำอะไรไม่ได้เลยได้แต่เฝ้าดูแล้วทรมานกับสิ่งที่เป็น,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-18 19:14:36,b7776cf501a9,กูไม่อยากมีชีวิตไม่อยากใช้ชีวิตแล้วอะกูผิดมากหรอวะ,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-18 19:00:54,b7776cf501a9,อยากตายขอวิธีตายแบบง่ายๆหน่อยสิ,3,#โรคซึมเศร้า #ซึมเศร้า
2021-08-17 18:25:27,b7776cf501a9,ถ้าติดโควิดจริงก็ขอให้ตายเลยนะ,1,#โรคซึมเศร้า
2021-08-17 18:08:06,b7776cf501a9,เราเหนื่อยที่แปลว่าเราเหนื่อยกับการมีชีวิตบนโลกใบนี้ไม่ได้เหนื่อยเพราะทำงานหรือเพราะอะไร,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-18 19:21:20,b7776cf501a9,เกลียดตัวเองชอบหายมีแต่ทำให้อะไรๆแย่ลงเราควรอยู่คนเดียวไม่ก็หายไปซะ,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-17 18:25:27,b7776cf501a9,ถ้าวันหนึ่งผมตายไปใครละที่จะเสียใจ,other,#ซึมเศร้า #โรคซึมเศร้า
2021-08-17 18:04:58,b7776cf501a9,กูยังทรมานไม่พออีกหรอวะต้องตายก่อนหรือไงกัน,1,#มออุบล #ซึมเศร้า
2021-08-17 17:54:46,b7776cf501a9,ทำไมต้องเกิดมาอ้วนถามตัวเองซ้ำๆทุกวันเคยตั้งใจออกกำลังกายคุมอาหารแต่น้ำหนักก็ไม่ลดเลยท้อเครียดเหนื่อยอยากตาย,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-17 9:02:58,b7776cf501a9,จะตายไหมคะ,other,#โรคซึมเศร้า #ซึมเศร้า
2021-08-25 2:07:00,b7776cf501a9,รู้อยู่แก่ใจแหละว่าอยากตายแต่เสียดายที่เป็นปืนปลอม,5,#โรคซึมเศร้า #ซึมเศร้า #โรคเครียด #อยากตาย
2021-08-18 19:21:20,b7776cf501a9,เกลียดตัวเองชอบหายมีแต่ทำให้อะไรๆแย่ลงเราควรอยู่คนเดียวไม่ก็หายไปซะ,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-18 19:11:51,b7776cf501a9,อยากจะบอกทุกคนให้รับรู้นะคนที่เป็นซึมเศร้าอะเขาไม่คิดจะทำร้ายคนอื่นเขาคิดทำร้ายตัวเอง,other,#โรคซึมเศร้า #ซึมเศร้า
2021-08-17 18:25:27,b7776cf501a9,ถ้าวันหนึ่งผมตายไปใครละที่จะเสียใจ,other,#ซึมเศร้า #โรคซึมเศร้า
2021-08-17 18:04:58,b7776cf501a9,กูยังทรมานไม่พออีกหรอวะต้องตายก่อนหรือไงกัน,1,#มออุบล #ซึมเศร้า
2021-08-17 17:54:46,b7776cf501a9,ทำไมต้องเกิดมาอ้วนถามตัวเองซ้ำๆทุกวันเคยตั้งใจออกกำลังกายคุมอาหารแต่น้ำหนักก็ไม่ลดเลยท้อเครียดเหนื่อยอยากตาย,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-17 9:02:58,b7776cf501a9,จะตายไหมคะ,other,#โรคซึมเศร้า #ซึมเศร้า
2021-08-23 15:27:03,b7776cf501a9,ใครมีวิธีหยุดความคิดอยากทำร้ายตัวเองบ้างง่า,5,#โรคซึมเศร้า
2021-08-26 3:48:36,b7776cf501a9,ขอวิธีฆ่าตัวตายค่ะจริงจังค่ะ,3,#โรคซึมเศร้า #ซึมเศร้า
2021-08-26 3:47:23,b7776cf501a9,กูขอวิธีฆ่าตัวตายขอร้องจริงจังทนไม่ไหวกับชีวิตนี้แล้ว,3,#โรคซึมเศร้า #ซึมเศร้า
2021-08-26 1:39:24,b7776cf501a9,อยากตายโดยไม่ต้องทำร้ายตัวเอง,1,#โรคซึมเศร้า #ซึมเศร้า
2021-08-25 2:50:34,b7776cf501a9,เราฆ่าตัวตายดีมั้ยเราเหนื่อยๆมากเราเกลียดครอบครัวตัวเอง,2,#โรคซึมเศร้า
2021-08-25 1:49:12,b7776cf501a9,อยากหายไปโดยที่คนรอบข้างไม่รับรู้,1,#โรคซึมเศร้า #โรคเครียด #ซึมเศร้า #เครียด
2021-08-25 2:07:00,b7776cf501a9,ซักวันเราจะจากไปอย่างเงียบๆโดยที่พวกคุณไม่ต้องลำบาก,1,"#โรคซึมเศร้า #ซึมเศร้า #โรคเครียด 
#อยากตาย"
2021-09-04 7:32:02,b7776cf501a9,โลกหลังความตายจะสบายกว่าโลกนี้รึป่าว,other,#โรคซึมเศร้า #ซึมเศร้า
2021-05-14 15:22:20,13c080babc96,อยากนอนหลับไปแล้วไม่ต้องตื่นเลยไม่ต้องมารับรู้อะไรเกี่ยวกับโลกนี้แล้ว,1,#โรคซึมเศร้า
2021-05-14 15:22:20,13c080babc96,อยากนอนหลับไปแล้วไม่ต้องตื่นเลยไม่ต้องมารับรู้อะไรเกี่ยวกับโลกนี้แล้ว,1,#โรคซึมเศร้า
2021-07-27 16:05:52,fae39ec91fd9,เรากล้าที่จะกรีดตรงคอแล้วนะ,5,#ซึมเศร้า #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
2021-07-04 14:36:29,2b8f37170b4e,บ่นเหนื่อยรอบที่ล้านทำไมไม่ตายๆไปสักทีวะตัวกู,1,#โรคซึมเศร้า
2021-06-24 14:16:43,2f67905be441,เห้อเราต้องมีความรู้สึกแบบนี้ไม่ถึงเมื่อไหร่เครียดปัญหาเหนื่อยท้อแท้กับชีวิต,other,#อยากตาย #โรคซึมเศร้า
2021-05-15 10:50:06,2b4fa5878b26,ชีวิตที่ไร้ความหมาย,1,#โรคซึมเศร้า
2021-09-11 1:02:03,2b4fa5878b26,พอกลางคืนชั่ววูบนึงมันก็จะดิ่งๆให้มันจบๆไปดีกว่าไหมชีวิตที่ไม่มีค่านี้,2,#โรคซึมเศร้า #โรคซึมเศร้าปี2
2021-09-17 14:24:06,47d4853de6a1,การมีชีวิตอยู่ไม่น่าจดจำเท่ากับการจากไป,1,#โรคซึมเศร้า #วันศุกร์กับซึมเศร้า
2021-09-17 14:24:06,47d4853de6a1,อยากหายไปจากทุกคนเลย,1,#โรคซึมเศร้า #วันศุกร์กับซึมเศร้า
2021-08-17 16:18:48,7f96e8002228,ไม่ต้องสนใจรอยแผลพวกนี้หรอก,5,#โรคซึมเศร้า
2021-05-28 7:47:40,372e9c133252,ไม่ใช่ว่าอยากจะตายแต่การมีชีวิตอยู่มันทรมาน,other,#โรคซึมเศร้า
2021-05-28 13:43:13,4b6d444c656b,มันกลับมาอีกแล้วเครียดจนอยากจะเอามีดมาปาดคอตัวเองให้ตายอยู่แล้วใครก็ได้บอกเขาหยุดพูดทีหยุดตอกย้ำกันสักที,4,#โรคซึมเศร้า
2021-09-10 16:41:01,4b6d444c656b,หมอเห็นแผลหนูไหม,5,#โรคซึมเศร้า
2021-06-29 17:21:23,97e0beed816d,เค้าไล่ให้กูไปกระโดดตึกตาย,other,#โรคซึมเศร้า
2021-09-04 14:47:36,97e0beed816d,ขนาดจะตายยังมีคนมารั้ง,5,#โรคซึมเศร้า
2021-09-18 19:33:19,97e0beed816d,เกือบจะเลิกทำร้ายตัวเองแล้วเชียว,5,#โรคซึมเศร้า
2021-09-04 18:53:33,b3472ee14a1d,เอาจริงๆถ้ากูตายใครจะดูแลหมากูปกป้องหมากู,1,#โรคซึมเศร้า
2021-09-04 18:48:14,b3472ee14a1d,มีคนบอกให้เราตายด้วยดีใจจัง,1,#โรคซึมเศร้า
2021-08-10 11:30:59,df7adbdf6353,ขอโทษนะที่มีชีวิตอยู่ต่อไม่ไหวแล้วบอบช้ำเหลือเกิน,4,#โรคซึมเศร้า
2021-08-10 4:30:59,67acbd19d349,บรรจงกรีดใบมีดลงไปที่ข้อมือข้างซ้ายโดยไม่นึกถึงความเจ็บปวดใดๆนึกถึงแต่ความตายเท่านั้น,5,#โรคซึมเศร้า
2021-08-10 4:27:21,67acbd19d349,อยากหลับแล้วไม่ตื่นขึ้นมาอีกเลยไม่ตื่นขึ้นมาแล้วได้มั้ยเหนื่อยเหลือเกินไม่อยากรู้สึกอะไรอีกแล้ว,1,#โรคซึมเศร้า
2021-09-06 19:24:18,ffc585ae6706,เห็นแผลพวกนี้ไหมนั่นแปลว่าเราไม่ได้ดีขึ้นเลยแม้แต่น้อยนะ,5,#โรคซึมเศร้า
2021-05-27 15:55:23,ef9815e23a08,ฉันฝันว่าตัวเองฆ่าตัวตายคิดว่าสักวันมันคงเป็นจริง,2,#โรคซึมเศร้า
2021-06-27 11:56:46,b3df118d28ae,ฆ่าตัวตายเลยดีไหมนะจะได้จบ,2,#โรคซึมเศร้า
2021-07-06 20:05:12,8f61ef93daab,ใครจะไปรู้ว่าแท้จริงแล้วเรารู้สึกยังไงนอกจากตัวเราเอง,other,#ซึมเศร้า  #โรคซึมเศร้า  #อยากตาย
2021-07-21 15:18:08,8f61ef93daab,พยายามที่จะตาย,5,#อยากตาย #โรคซึมเศร้า #เครียด
2021-05-19 15:35:09,3f045659722a,ถ้าแยกร่างได้จะเหยียบคันเร่งให้แรงที่สุดแล้วขับรถชนตัวเองให้จบๆไป,4,#ครอบครัวไม่ใช่เซฟโซน #โรคซึมเศร้า
2021-08-12 21:12:45,3f045659722a,อยากช่วยฉันหรอช่วยทำให้ฉันตายสิ,1,#โรคซึมเศร้า
2021-07-13 16:08:57,23d61728b59b,ทำไงกูถึงจะห้ามตัวเองกินยาฆ่าตัวตายได้วะ,3,#โรคซึมเศร้า
2021-07-14 15:16:14,23d61728b59b,โลกนี้มันไม่น่าอยู่เลยเนอะ,1,#โรคซึมเศร้า
2021-07-24 13:43:44,23d61728b59b,เอามีดมาแทงฉันเลยฉันไม่อยากมีชีวิตแบบนี้แล้ว,1,#โรคซึมเศร้า
2021-08-23 13:02:37,23d61728b59b,ขอร้องเลยนะอย่าคิดว่าฆ่าตัวตายเป็นการคิดสั้นได้ป่ะว่ะ,2,#โรคซึมเศร้า
2021-08-12 8:58:16,f7df56674b68,ชีวิตตอนนี้แย่ลงเรื่อยๆตายไปเลยก็ดีถึงวันนั้นทุกคนคงจะหันมารักเรา,1,#โรคซึมเศร้า
2021-08-18 10:53:48,f7df56674b68,วันนี้กูโดนแม่ตบกอดกูทีได้ไหมเหนื่อยถ้าตายได้คงดีแต่ฉันนั้นขี้ขลาดเหลือเกิน,1,#โรคซึมเศร้า
2021-08-18 10:39:56,f7df56674b68,กรีดตรงไหนถึงจะไม่มีใครเห็นกันนะข้อมือก็เห็นต้นแขนก็ต้องฉีดยาตรงขาก็ต้องใส่กระโปรงหรือกรีดคอตายไปเลยดีกว่า,5,#โรคซึมเศร้า
2021-08-28 15:05:02,f7df56674b68,ทุกคนจะรักเราเมื่อเราตายไปแล้ว,1,#โรคซึมเศร้า
2021-08-27 16:55:23,f7df56674b68,ยังยืนยันคำเดิมเสมอว่าถ้าวันไหนที่ฆ่าตัวตายวันนั้นทุกคนไม่ต้องเสียใจวันนั้นคือวันที่เรารักตัวเองมากที่สุดแล้ว,2,#โรคซึมเศร้า
2021-09-09 10:38:44,c3781abf57c4,ไม่อยากอยู่ในโลกใบนี้แล้วท้อแล้ว,1,#อยากตาย
2021-09-09 10:38:44,c3781abf57c4,เเกจะรู้มั้ยว่าเราตายในความคิดตัวเองไปกี่ครั้งเเล้ว,1,#อยากตาย
2021-09-09 10:38:44,c3781abf57c4,เราไม่เป็นไรเราไม่ได้ดิ่งไม่ได้ดาวน์นะแต่เราอยากตายมันแค่รู้สึกพอแล้วกะชีวิต,1,#อยากตาย
2021-06-26 23:42:38,835ad787a394,ฟุ้งซ่านอยากกรีดแขนอีกแล้ว,5,"#ความรู้สึกของวันนี้ 
#โรคซึมเศร้า"
2021-06-02 18:03:58,238855e89797,ถ้าวันนึงฉันไม่ตื่นขึ้นมา,1,#โรคซึมเศร้า
2021-07-24 11:43:58,47fe366a5820,มีใครอยากแชร์วิธีการตายมั้ยง่ะเราดิ่งมาก,3,#ซึมเศร้า
2021-07-24 11:42:21,47fe366a5820,สุดท้ายก็ทำร้ายตัวเอง,5,#ซึมเศร้า
2021-08-26 18:17:25,637a7d5c0b0c,นอนไม่ได้อยากตาย,other,#โรคซึมเศร้า
2021-08-25 17:37:02,77ec531c1331,มีปุ่มลบตัวเองมั้ย,1,#โรคซึมเศร้า
2021-09-09 10:19:36,77ec531c1331,ฉันแตกสลายพอรึยังยังหรอกเธอยังต้องแตกสลายไปอีกเรื่อยๆจนมันไม่เหลืออะไร,other,#โรคซึมเศร้า #ท้อเว้ย
2021-08-10 15:57:44,57521de85c39,ใช้ปากกาแดงขีดแขนแต่เลือดออกจริงแผลเก่ายังไม่สมาน,5,#โรคซึมเศร้า
2021-06-22 20:27:49,932f598cf649,เกลียดพ่อมากเลยค่ะเกลียดเวลาเค้าทะเลาะกับแม่เกลียดชีวิตตัวเองที่แม่งห่วยแตกเกลียดเสียงเค้าจนอยากจะตายๆหนีไปเป็นร้อยๆรอบ,1,#โรคซึมเศร้า
2021-05-18 8:55:04,932f598cf649,ขอวิธีตายแบบไม่ทรมานหน่อย,3,#โรคซึมเศร้า
2021-07-09 17:01:46,8fdea1499fcf,อยากนอนหลับโดยที่ไม่ต้องฟื้นขึ้นมาอีกไม่ต้องรับรู้อะไรทั้งนั้น,1,"#โรคซึมเศร้า 
#เบื่อ"
2021-07-31 16:48:10,5b7af6c5244b,แค่ฉันหายไปทุกอย่างก็ดีขึ้นขอเเค่ความตายยากมากมั้งไม่ตายสักทีทุกครั้งที่กูพยายามจะตายแม่งก็ไม่ตาย,5,#ซึมเศร้า
2021-06-16 7:21:50,3b6a9b0c5e1b,อยากตายมาหลายรอบแต่ไม่เคยได้ตาย,5,#โรคซึมเศร้า
2021-06-28 18:32:06,fba4c18c88a1,เหนื่อยไม่อยากอยู่ไม่อยากรักษา,1,#โรคซึมเศร้า
2021-05-23 13:11:02,b3fb848ee784,ใครจะรู้วันนี้อาจจะเป็นวันสุดท้ายก็ได้ในบนโลกใบนี้,5,#โรคซึมเศร้า
2021-05-23 13:21:57,b3fb848ee784,ตอนนี้ฉันรู้สึกผิดที่เกิดมา,other,#โรคซึมเศร้า
2021-05-23 13:18:48,b3fb848ee784,"สุดท้ายกูก็ผิดผิดที่เกิดมาผิดที่เป็นกูผิดทุกอย่างเเล้วกูขอเกิดมาหรอ
กูไม่ได้ขอหนิถ้าเกิดมาเเล้วเจอเเบบนี้ตายๆไปดีกว่า",1,#โรคซึมเศร้า
2021-06-20 13:43:57,07a209e15bd5,ห้องสี่เหลี่ยมเล็กๆมีความปลอดภัยทางจิตใจและความรู้สึกมากกว่าอยู่กับครอบครัวตั้งเยอะ,other,#อยากตาย #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
